184096565021911;1038670552897837;mostly true;PHOTOS: Protests in Charlotte, NC after fatal police shooting of Keith Lamont Scott: http://abcn.ws/2dfy8DJ;https://external.xx.fbcdn.net/safe_image.php?d=AQCxT5lkqdSAGxTb&url=http%3A%2F%2Fa.abcnews.com%2Fimages%2FUS%2FAP_Charlotte_Police_Fatal_Shooting2_ml_160922_4x3t_144.jpg&_nc_hash=AQC4cu43u6BKaQCG;./images/000_184096565021911_1038670552897837.jpg;
184096565021911;1038758292889063;mostly true;JUST IN: Ted Cruz announces in Facebook post he will vote for former rival Donald J. Trump in November:;https://scontent.xx.fbcdn.net/v/t1.0-9/14364737_1038758292889063_2351027085110168736_n.jpg?oh=3d64f9900f1fb605298cb853d9b005c3&oe=5AAA68D2;./images/001_184096565021911_1038758292889063.jpg;|Tms eIectIun Is unhke any umer In uur nauun‘s msmry LIKE many umer vmers I have sIruggIea m determme me ngm cuurse macnun m Ims generaI eIecImn In cIeveIand I urged vmers pIease dun‘t stay Name In Nuvember slam and speak and vme yuur cunsmence \Iute mrcanmdales up and down me Imxet vmum yuu Irusx m aerend am Ireeaum and m be IaImmI m we Cunsmutmn “ Aner many munms m carelul cunsIderatIun uvprayer and searchmg my awn mnscIence I have decIded that an EIectIun Day ||qu vute mrme Repubhcan numInee. DanaId Trump Ive made (ms decIsIun [urtwu reasuns Fm, Iastyear I prumIsed Ia suppanme Repubhcan numInee And I menu In Keep my ward semna even muugh I nave had areas at sIgnmcant dIsagreememem uur numInee by any measure HIHary cImwn Is wnuIIy unaccemame imax‘s why I have aIways been #NeverHIHary|
184096565021911;1041489252615967;mostly true;There have already been fireworks between Hillary Clinton and Donald J. Trump as the two candidates face off in the first presidential debate. Their best lines so far: http://abcn.ws/2d5dsiK #Debates;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14470487_1041489252615967_2767649267078640383_n.jpg?oh=6c0800d7bb562b5e933cd2b56ee58d00&oe=5A6B991C;./images/002_184096565021911_1041489252615967.jpg;m DONALD, I KNOW l‘YOU LIVE IN YOUR i ?OWN REALITY.
184096565021911;1041496015948624;mostly true;Debate fact-check: Donald J. Trump claims he did not say global warming is a Chinese hoax. Grade: False. http://abcn.ws/2d5eStA #Debates;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14457381_1041496015948624_2321277617948603766_n.jpg?oh=20ff0627394e329cea920615f1fdc1bc&oe=5AAF973D;./images/003_184096565021911_1041496015948624.jpg;@NEWSI PiiEﬁiDEN'ﬂ'mLDEATE 'VUMH' UDI‘J‘S'WVOTE * FACT * CHECK* TRUMP: HE DID NOT SAY GLOBAL WARMING IS A CHINESE HOAX
184096565021911;1041504402614452;mostly true;Debate fact-check: Donald J. Trump claims Hillary Clinton has been fighting ISIS her "entire adult life." Grade: False. http://abcn.ws/2czecPC #Debates;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14502795_1041504402614452_5280980712712235700_n.jpg?oh=e65ce54a2dcfff9c4becdf40ca477ef9&oe=5AAA12C5;./images/004_184096565021911_1041504402614452.jpg;@NEWSI PiiEﬁiDEN'ﬂ'mLDEATE 'VUMH' UDI‘J‘S'WVOTE * FACT * CHECK* TRUMP: CLINTON HAS BEEN FIGHTING ISIS HER ENTIRE ADULT LIFE
184096565021911;1041512352613657;mostly true;Debate fact-check: Donald J. Trump started his business with $14 million borrowed from his father. Grade: Yes and no. http://abcn.ws/2cReC05 #Debates;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14462887_1041512352613657_7030354207262486663_n.jpg?oh=d7adb0097fbf73e4d5ef6e6a50ab70b1&oe=5A9FCFFC;./images/005_184096565021911_1041512352613657.jpg;|®NEWSI PRESIDENT WALDEBATE "VUUR UUIbs'YOLRVOTE * FACT * CHECK* CLINTON: TRUMP STARTED HIS BUSINESS WITH $14 MILLION BORROWED FROM HIS FATHER, NOT $1MILL||ON T-\ :|
184096565021911;1041523679279191;mostly true;Debate fact-check: Donald J. Trump said Hillary Clinton called [the Trans Pacific Partnership] the "gold standard" of trade deals. Grade: Yes and no. http://abcn.ws/2d24wyB #Debates;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14494769_1041523679279191_8962146519405537994_n.jpg?oh=e6212613533149472d65a060bc15bd9d&oe=5A9EA79D;./images/006_184096565021911_1041523679279191.jpg;|@NEWSI PRESIDENT M—uLDEBATE "VUUH U013»: 'YOLRVOTE   *FACT*CH CK* TRUMP:   "YOU CALLED [THE TRANS PACIFIC PARTNERSH||P1THE GOLD STANDARD, YOU CALLED IT THE GOLD STANDARD OF TRADE DEALS. YOU SAID IT'S THE FINEST DEAL YOU’VE EVER SEEN.” _ .ﬁ I :|
184096565021911;1041533232611569;mostly true;Debate fact-check: Donald J. Trump says he has not suggested that he would negotiate down the national debt.. Grade: Yes and no. http://abcn.ws/2dmMt5I #Debates;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14502768_1041533232611569_7873939554656631185_n.jpg?oh=4869a1b0b161b60eeef985d9141179e7&oe=5AA6552C;./images/007_184096565021911_1041533232611569.jpg;®NEWSI PRESSUEN'I'MLDEBATE YUUH U013»: 'YOLRVOTE   * FACT * CHECK* TRUMP: SAYS HE HAS NOT SUGGESTED THAT HE WOULD NEGOTIATE DOWN THE NATIONAL DEBT.
184096565021911;1041555632609329;mostly true;Debate fact-check: "Hillary Clinton also fought it." Meaning Pres. Barack Obama's natural born citizenship. Grade: False. http://abcn.ws/2cRmfUg #Debates;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14479615_1041555632609329_5234743427907618742_n.jpg?oh=dfe1ea7cdc421f8d7557245c3228f04a&oe=5AA0A1C6;./images/008_184096565021911_1041555632609329.jpg;®NEWSI PRESSUEN'I'MLDEBATE YUUH U013»: 'YOLRVOTE * FACT * CHECK* TRUMP: “HILLARY CLINTON ALSO FOUGHT IT” MEANING OBAMA’S NATURAL BORN CITIZENSHIP.
184096565021911;1041562635941962;mostly true;Debate fact-check: Donald J. Trump said "I did not support the war in Iraq. I was against the war in Iraq." Grade: False. http://abcn.ws/2d5bxwm #Debates;https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14516577_1041562635941962_6847845620266491504_n.jpg?oh=6b4a9ae8e9e0fd4c0666c0488c52b94e&oe=5A649249;./images/009_184096565021911_1041562635941962.jpg;|@NEWSI PiiEﬁiDEN'ﬂ'mLDEATE 'VUMH' UDI‘J‘S'WVOTE * FACT * CHECK* TRUMP: “I DID NOT SUPPORT THE WAR IN IRAQ. || WAS AGAINST THE WAR IN IRAQ.”|
